,flight_number,airline_code,departure_airport,arrival_airport,flighthistory_id,aircraft_id,original_departure_utc,published_dept_time,published_arr_time,present_condition,dewpoint,temperature,visibility,wind_speed,knots,bearing,altitude,callsign,ground_speed,latitude_degrees,longitude_degrees
10262,1327.0,DL,DEN,DTW,306317920.0,DAL141O,2013-08-18 22:25:00+00,22:11:00,01:00:00,Fog,48.0,59.0,10.0,8.06,8.06,170.0,17356.29723,SKW290V,222,33.43000031,-111.9000015
10263,205.0,AA,ORD,LGA,306357950.0,AAL368,2013-08-18 21:35:00+00,11:40:00,13:50:00,Light Drizzle,55.0,64.0,5.9,5.75,5.75,340.0,17356.29723,EJA668,441,39.61999893,-86.48000336
10264,4868.0,9E,DFW,CVG,306318736.0,EGF2842,2013-08-18 23:20:00+00,21:00:00,23:14:00,Haze,59.0,62.0,7.0,0.0,0.0,260.0,17356.29723,OPT26,487,39.04999924,-84.62999725
10265,231.0,MQ,ORD,DSM,307847283.0,EGF3228,2013-09-02 23:10:00+00,14:10:00,15:20:00,Light Rain,53.0,55.0,8.06287664,6.596111013,6.596111013,270.0,17356.29723,SWA714,403,31.77000046,-97.06999969
10266,4145.0,OO,RNO,LAX,306544741.0,SWA296,2013-08-20 14:10:00+00,23:50:00,01:20:00,Haze,51.0,60.0,6.21,10.36,10.36,130.0,17356.29723,JBU490,210,38.81999969,-76.87000275
10267,1006.0,VX,SEA,SFO,306471112.0,ASA3O8,2013-08-19 13:05:00+00,22:30:00,00:35:00,Mist,53.0,53.0,3.11,4.6,4.6,250.0,17356.29723,DAL1875,463,38.90000153,-77.18000031
10268,212.0,AS,SEA,LAX,306368341.0,SKW6527,2013-08-18 22:19:00+00,00:05:00,02:41:00,Light Rain,69.0,82.0,5.9,8.06,8.06,70.0,17356.29723,GJS6266,434,39.58000183,-74.73000336
10269,5551.0,DL,JFK,LAS,306538809.0,JBU211,2013-08-20 10:30:00+00,01:15:00,06:49:00,Drizzle,30.0,75.0,4.0,5.75,5.75,30.0,17356.29723,JBU1450,321,41.91999817,-71.0
10270,1914.0,AA,ABQ,DFW,308079163.0,AAL163,2013-09-05 20:00:00+00,21:55:00,23:45:00,Fog,60.0,60.0,8.06287664,5.75,5.75,260.0,17356.29723,ASQ4O87,469,40.72000122,-82.76999664
10271,538.0,DL,SFO,JFK,306471515.0,JBU416,2013-08-19 18:53:00+00,23:00:00,04:29:00,Rain,59.0,66.0,10.0,5.75,5.75,250.0,17356.29723,AWE1731,460,39.09999847,-79.90000153
10272,662.0,DL,PDX,JFK,306462094.0,JBU166,2013-08-20 04:15:00+00,14:00:00,19:16:00,Mist,50.0,66.0,10.0,6.9,6.9,80.0,17356.29723,DAL1641,460,29.87000084,-94.66999817
10273,7281.0,DL,SLC,JFK,306371518.0,JBU72,2013-08-19 05:39:00+00,14:30:00,18:58:00,Smoke,73.0,89.0,5.9,21.87,21.87,240.0,17356.29723,UAL1740,454,42.59999847,-89.19999695
10274,1032.0,AA,LAX,DFW,306443340.0,AAL2446,2013-08-19 19:45:00+00,07:50:00,10:45:00,Mist,59.0,68.0,5.9,13.81,13.81,360.0,17356.29723,AWE1951,465,39.16999817,-76.83000183
10275,7228.0,UA,PDX,SFO,306562357.0,SKW6409,2013-08-20 22:16:00+00,13:35:00,15:28:00,Mist,59.0,75.0,5.9,9.21,9.21,260.0,17356.29723,UAL577,448,39.97999954,-91.0
10276,1964.0,AA,LAX,DFW,306443341.0,AAL2444,2013-08-19 18:45:00+00,14:30:00,17:35:00,Light Rain,57.0,64.0,10.0,6.9,6.9,240.0,17356.29723,AAY580,450,41.22000122,-119.7300034
10277,1302.0,KS,BOS,BHB,307509442.0,KAP35,2013-08-30 21:25:00+00,14:30:00,15:45:00,Mist,51.0,57.0,8.06287664,3.45,3.45,340.0,17356.29723,ASQ6045,375,36.70000076,-95.12999725
10278,4883.0,9E,DTW,CWA,306522818.0,FLG38O6,2013-08-21 00:10:00+00,16:32:00,18:04:00,Fog,75.0,89.0,10.0,11.51,11.51,310.0,17356.29723,ASQ6007,479,36.79999924,-100.75
10279,2591.0,AA,DEN,DFW,306317900.0,AAL1242,2013-08-18 20:35:00+00,12:00:00,14:00:00,Light Rain Showers,51.0,71.0,10.0,0.0,0.0,50.0,17356.29723,UAL1123,433,45.81999969,-117.8799973
10280,244.0,MQ,ORD,MCI,306560215.0,EGF2976,2013-08-20 22:40:00+00,16:15:00,17:35:00,Thunderstorm,55.0,66.0,10.0,12.66,12.66,300.0,17356.29723,FLG4223,314,43.22000122,-84.37000275
10281,792.0,DL,CRW,ATL,306414639.0,ASQ5049,2013-08-19 23:15:00+00,11:00:00,12:21:00,Mist,41.0,48.0,30.0,4.6,4.6,220.0,17356.29723,UAL1086,456,47.20000076,-120.1999969
10282,980.0,EV,BPT,DFW,306405879.0,ASQ2543,2013-08-19 15:10:00+00,21:45:00,23:00:00,Mist,41.0,69.0,6.21,8.06,8.06,80.0,17356.29723,UAL1153,474,43.77999878,-123.2799988
10283,1857.0,S5,ORD,LGA,306560160.0,UAL1133,2013-08-20 19:00:00+00,12:30:00,14:41:00,Light Rain,50.0,51.0,8.06287664,3.45,3.45,230.0,17356.29723,SWA4304,457,47.11999893,-116.7300034
10284,921.0,MQ,ORD,MLI,306460109.0,EGF2971,2013-08-20 01:00:00+00,23:55:00,00:45:00,Low Drifting Sand,48.0,64.0,10.0,10.36,10.36,230.0,17356.29723,SKW5625,304,41.77999878,-122.6999969
10285,3404.0,DL,JFK,SFO,306438250.0,AAL85,2013-08-19 19:30:00+00,11:00:00,17:15:00,Light Rain,71.0,95.0,6.21,11.51,11.51,210.0,17356.29723,SWA420,408,43.0,-122.2200012
10286,201.0,UA,PDX,ORD,306462151.0,UAL1619,2013-08-19 17:55:00+00,17:55:00,21:50:00,Mist,69.0,73.0,8.06287664,5.75,5.75,290.0,17356.29723,JBU223,466,37.13000107,-99.48000336
10287,229.0,DL,LGA,MIA,306445133.0,AAL2099,2013-08-19 15:25:00+00,16:30:00,19:58:00,Fog,53.0,64.0,8.06287664,12.66,12.66,60.0,17356.29723,ASA679,422,45.79999924,-118.3700027
10288,1131.0,MQ,ORD,DSM,306459658.0,EGF3O43,2013-08-20 03:15:00+00,23:05:00,00:20:00,Light Drizzle,24.0,77.0,10.0,4.6,4.6,340.0,17356.29723,UAL432,282,45.52999878,-122.0199966
10289,2611.0,G7,LGA,STL,306545986.0,GJS6289,2013-08-20 23:50:00+00,21:00:00,00:00:00,Light Rain,42.0,42.0,3.11,11.51,11.51,100.0,17356.29723,TRS397,443,36.72999954,-84.81999969
10290,1422.0,EV,BMI,ATL,306403752.0,DAL898,2013-08-19 11:28:00+00,16:40:00,18:19:00,Haze,75.0,78.0,10.0,3.45,3.45,180.0,17356.29723,SKW2585,464,40.02000046,-121.8799973
10291,629.0,OO,RKS,SLC,306365933.0,SKW7413,2013-08-18 21:03:00+00,21:03:00,22:10:00,Light Rain Showers,66.0,68.0,8.06287664,3.45,3.45,210.0,17356.29723,UAL436,482,39.06999969,-97.01999664
10292,4222.0,RP,ORD,CID,306865873.0,ASQ5954,2013-08-23 19:57:00+00,18:55:00,19:50:00,Haze,30.0,51.0,25.0,23.02,23.02,150.0,17356.29723,AWE1934,476,37.95000076,-85.34999847
10293,298.0,RP,DTW,ROC,306421899.0,FLG3831,2013-08-19 21:32:00+00,19:26:00,20:42:00,Rain,60.0,69.0,10.0,8.06,8.06,360.0,17356.29723,TCF3568,414,41.11999893,-85.47000122
10294,7541.0,DL,DFW,ATL,306418558.0,DAL211O,2013-08-19 18:30:00+00,12:05:00,14:15:00,Light Rain Showers,55.0,64.0,7.0,0.0,0.0,300.0,17356.29723,SKW6423,461,38.52000046,-117.1200027
10295,131.0,AA,IAH,DFW,306535457.0,SKW5167,2013-08-21 00:09:00+00,16:35:00,17:50:00,Mist,57.0,69.0,10.0,10.36,10.36,250.0,17356.29723,EJA339,442,42.31999969,-77.33000183
10296,554.0,EV,ATL,MLU,306553592.0,ASQ5122,2013-08-20 17:19:00+00,23:45:00,01:17:00,Mist,37.0,84.0,6.21,5.75,5.75,220.0,17356.29723,AWE631,471,34.72000122,-107.0500031
10297,498.0,MQ,ORD,FAR,306559926.0,EGF3080,2013-08-20 14:25:00+00,19:55:00,21:45:00,Fog,71.0,78.0,7.0,2.3,2.3,270.0,17356.29723,GJS6259,352,38.88000107,-84.43000031
10298,347.0,AA,BOS,DFW,306405385.0,AAL1281,2013-08-19 19:15:00+00,20:45:00,00:55:00,Mist,48.0,53.0,4.0,0.0,0.0,260.0,17356.29723,NKS469,433,35.40000153,-108.5299988
10299,1060.0,VX,SEA,LAX,306368338.0,VRD798,2013-08-19 03:05:00+00,23:10:00,01:45:00,Haze,73.0,84.0,5.9,5.75,5.75,320.0,17356.29723,AWE2115,459,41.08000183,-73.87999725
10300,72.0,DL,PHL,ATL,306463514.0,TRS112,2013-08-19 16:57:00+00,10:30:00,12:38:00,Fog,55.0,71.0,5.9,6.9,6.9,90.0,17356.29723,EGF30O3,397,43.43000031,-93.93000031
10301,3537.0,AA,ORD,DFW,306559828.0,SKW6225,2013-08-20 20:50:00+00,17:05:00,19:30:00,Widespread Dust,50.0,71.0,10.0,4.6,4.6,80.0,17356.29723,SKW7371,330,45.52000046,-93.16999817
10302,217.0,OO,SUN,SLC,306696545.0,CPT3O,2013-08-19 23:00:00+00,12:50:00,13:54:00,Mist,59.0,71.0,10.0,9.21,9.21,990.0,17356.29723,UAL659,471,42.0,-95.22000122
10303,298.0,UA,LAX,EWR,306525496.0,UAL236,2013-08-20 17:38:00+00,06:44:00,12:07:00,Fog,19.0,69.0,8.06287664,0.0,0.0,230.0,17356.29723,SKW4487,480,42.56999969,-95.90000153
10304,380.0,AA,MSP,ORD,306559727.0,SKW5492,2013-08-20 12:00:00+00,18:30:00,20:00:00,Mist,50.0,68.0,5.9,5.75,5.75,60.0,17356.29723,FFT831,426,41.20000076,-93.51999664
10305,5170.0,UA,EWR,IAH,306525530.0,UAL591,2013-08-20 13:09:00+00,11:32:00,15:13:00,Mist,33.0,51.0,6.21,19.56,19.56,290.0,17356.29723,AAL9768,459,32.63000107,-109.9000015
10306,882.0,DL,BOS,ATL,306507041.0,TRS690,2013-08-20 10:20:00+00,18:45:00,21:25:00,Mist,62.0,71.0,10.0,6.9,6.9,330.0,17356.29723,AAL1O55,462,32.36999893,-101.5500031
10307,979.0,OO,LAX,SFO,306443882.0,UAL503,2013-08-19 21:00:00+00,20:00:00,21:23:00,Mist,55.0,57.0,1.25,11.51,11.51,270.0,17356.29723,AAL1547,470,34.31999969,-101.5699997
10308,1487.0,UA,DSM,DEN,306522555.0,TCF3529,2013-08-20 22:09:00+00,11:20:00,13:10:00,Haze,75.0,77.0,5.59,0.0,0.0,170.0,17356.29723,SIL4082,217,41.20000076,-81.43000031
10309,8501.0,DL,SAV,ATL,306469601.0,DAL844,2013-08-19 09:30:00+00,21:03:00,22:11:00,Rain Showers,60.0,69.0,10.0,10.36,10.36,230.0,17356.29723,FLG3467,459,31.21999931,-88.69999695
10310,1731.0,9K,MWA,STL,306959175.0,KAP716,2013-08-24 19:48:00+00,16:50:00,17:40:00,Haze,46.0,64.0,5.9,5.75,5.75,240.0,17356.29723,UAL1651,446,40.02999878,-79.19999695
10311,1320.0,DL,MSP,DEN,306554618.0,DAL2009,2013-08-20 22:30:00+00,02:45:00,04:52:00,Volcanic Ash in the vicinity,42.0,89.0,5.9,8.06,8.06,230.0,17356.29723,SWA236,425,31.5,-104.9300003
10312,545.0,DL,SLC,SFO,306574098.0,SKW5612,2013-08-20 12:35:00+00,17:20:00,19:20:00,Mist,48.0,55.0,10.0,11.51,11.51,310.0,17356.29723,ASQ4567,359,40.20000076,-77.09999847
10313,1513.0,OO,MSP,FSD,306352514.0,SKW4799,2013-08-19 00:50:00+00,14:15:00,15:22:00,Mist,57.0,59.0,3.73,2.3,2.3,290.0,6000.0,AAL1O76,433,34.90000153,-111.75
10314,2040.0,CP,MSP,DFW,306554629.0,FLG3307,2013-08-20 19:15:00+00,19:15:00,21:44:00,Heavy Rain,46.0,53.0,10.0,5.75,5.75,270.0,6000.0,SWA4103,322,40.84999847,-75.01999664
10315,230.0,MQ,SJC,LAX,306573264.0,SWA645,2013-08-20 19:55:00+00,18:35:00,19:50:00,Mist,46.0,62.0,5.9,9.21,9.21,320.0,17356.29723,UAL1658,484,31.22999954,-104.0299988
10316,2505.0,DL,ATL,BWI,306398823.0,DAL1525,2013-08-19 20:15:00+00,14:00:00,15:53:00,Mist,77.0,77.0,4.97,2.3,2.3,320.0,17356.29723,AWE687,270,33.47000122,-111.8300018
10317,1729.0,AA,JFK,LAX,306438017.0,JBU423,2013-08-19 20:35:00+00,19:45:00,02:00:00,Showers in the vicinity,46.0,53.0,10.0,8.06,8.06,260.0,17356.29723,JBU493,417,43.04999924,-78.47000122
10318,6240.0,OO,SLC,BZN,306371411.0,SKW4528,2013-08-19 04:21:00+00,17:05:00,18:26:00,Haze,46.0,51.0,10.0,3.45,3.45,350.0,17356.29723,ASQ4518,230,41.36999893,-81.97000122
10319,1509.0,AS,SEA,SLC,306471139.0,DAL1857,2013-08-19 17:05:00+00,20:10:00,22:10:00,Fog,50.0,50.0,15.0,0.0,0.0,300.0,17356.29723,SWA3051,447,35.91999817,-114.7799988
10320,491.0,MQ,CLL,DFW,306412467.0,EGF2922,2013-08-19 11:50:00+00,11:40:00,12:35:00,Mist,57.0,89.0,3.11,6.9,6.9,240.0,17356.29723,AWE577,454,35.09999847,-104.0500031
10321,761.0,DL,PHX,MSP,306362019.0,DAL672,2013-08-18 22:40:00+00,14:05:00,17:15:00,Mist,51.0,66.0,10.0,14.96,14.96,250.0,17356.29723,DAL833,441,33.91999817,-110.8499985
10322,100.0,DL,ATL,SAT,306501666.0,DAL1790,2013-08-20 14:56:00+00,13:40:00,16:12:00,Mist,59.0,60.0,5.9,11.51,11.51,150.0,17356.29723,FLG3878,404,42.5,-82.47000122
10323,5646.0,UA,IAH,SFO,306535816.0,UAL570,2013-08-20 14:35:00+00,15:25:00,19:38:00,Haze,48.0,66.0,10.0,18.41,18.41,260.0,17356.29723,TRS705,466,35.68000031,-100.3499985
10324,1217.0,DL,LGA,ATL,306444806.0,DAL1247,2013-08-20 00:59:00+00,17:00:00,19:29:00,Fog in the vicinity,50.0,87.0,5.9,5.75,5.75,70.0,17356.29723,AWE704,444,36.52999878,-104.0
10325,4864.0,EV,CHA,ATL,307800542.0,ASQ5583,2013-09-02 10:00:00+00,16:05:00,16:57:00,Mist,75.0,78.0,10.0,6.9,6.9,280.0,17356.29723,EGF3445,375,41.79999924,-82.12000275
10326,1221.0,AA,MIA,ORD,306552965.0,AAL2241,2013-08-21 01:30:00+00,18:55:00,22:10:00,Widespread Dust,77.0,78.0,5.9,4.6,4.6,280.0,18000.0,SWA568,446,37.22999954,-90.65000153
10327,210.0,MQ,ATL,MIA,306399488.0,DAL1951,2013-08-19 17:45:00+00,23:00:00,01:10:00,Light Rain,57.0,69.0,5.9,14.96,14.96,60.0,17356.29723,CPZ5708,450,43.33000183,-89.16999817
10328,7280.0,DL,LAS,SEA,306245954.0,ASA607,2013-08-17 21:15:00+00,00:30:00,02:50:00,Fog,53.0,60.0,5.9,13.81,13.81,330.0,17356.29723,JBU1252,394,34.91999817,-78.01999664
10329,696.0,DL,SNA,SLC,306474739.0,SKW4742,2013-08-19 14:10:00+00,20:20:00,22:02:00,Mist,73.0,77.0,1.86,3.45,3.45,40.0,17356.29723,WOA9605,465,38.81999969,-79.26999664
10330,128.0,MQ,JAN,DFW,306240474.0,EGF3381,2013-08-17 15:10:00+00,23:20:00,00:50:00,Mist,50.0,59.0,10.0,3.45,3.45,250.0,17356.29723,SWA139,464,39.36999893,-122.6800003
10331,100.0,DL,SAV,ATL,306691916.0,SUB1018,2013-08-20 00:00:00+00,22:30:00,23:43:00,Fog,60.0,91.0,5.9,6.9,6.9,280.0,17356.29723,TRS509,378,34.22000122,-79.27999878
10332,5001.0,AA,ORD,LGA,306459974.0,TCF5954,2013-08-19 22:30:00+00,14:25:00,16:30:00,Mist,50.0,69.0,10.0,13.81,13.81,130.0,17356.29723,UAL1025,375,34.02000046,-117.6299973
10333,4127.0,MQ,PHL,ORD,306463898.0,EGF2988,2013-08-19 19:10:00+00,13:55:00,16:15:00,Light Rain,60.0,89.0,6.21,1.15,1.15,260.0,17356.29723,UAL1721,468,41.34999847,-98.58000183
10334,1691.0,AA,LGA,MIA,306445123.0,AAL1O73,2013-08-19 17:40:00+00,23:35:00,02:50:00,Rain reported recently,46.0,77.0,5.9,3.45,3.45,300.0,17356.29723,ASA615,467,38.45000076,-118.3799973
10335,698.0,DL,LAS,JFK,306442898.0,DAL1728,2013-08-19 23:20:00+00,17:50:00,22:54:00,Rain,59.0,78.0,10.0,8.06,8.06,210.0,17356.29723,FLG4058,455,41.08000183,-82.47000122
10336,786.0,DL,ATL,LGA,306399355.0,TRS667,2013-08-19 14:15:00+00,14:45:00,17:03:00,Light Rain,46.0,53.0,15.0,11.51,11.51,330.0,17356.29723,SWA1529,404,37.72999954,-112.3700027
10337,4260.0,DL,BOS,ATL,306405263.0,TRS690,2013-08-19 10:20:00+00,11:10:00,13:55:00,Mist,48.0,73.0,10.0,5.75,5.75,990.0,17356.29723,EGF3220,432,35.79999924,-86.97000122
10338,1773.0,VX,LAS,JFK,306543672.0,VRD260,2013-08-20 21:25:00+00,21:25:00,02:29:00,Mist,44.0,48.0,10.0,0.0,0.0,260.0,17356.29723,SKW5428,152,45.59999847,-122.6500015
10339,930.0,DL,PBI,ATL,306461854.0,DAL1034,2013-08-19 21:50:00+00,18:30:00,20:18:00,Mist,62.0,64.0,0.25,0.0,0.0,280.0,17356.29723,SWA2675,438,39.66999817,-100.0699997
10340,756.0,EV,ATL,CAE,306407793.0,ASQ4896,2013-08-19 16:21:00+00,14:01:00,15:00:00,Light Rain,51.0,82.0,5.9,13.81,13.81,250.0,17356.29723,SKW4683,159,38.72999954,-90.25
10341,870.0,DL,DTW,MKE,306421762.0,DAL1598,2013-08-19 16:05:00+00,12:25:00,13:38:00,Light Rain,51.0,60.0,10.0,5.75,5.75,230.0,17356.29723,SWA1005,414,35.31999969,-109.1299973
10342,87.0,9K,MWA,STL,307942015.0,KAP31,2013-09-03 19:38:00+00,01:00:00,01:50:00,Mist,51.0,57.0,8.06287664,9.21,9.21,190.0,17356.29723,FFT4O3,159,33.95000076,-118.3700027
10343,223.0,9E,MSP,JFK,306554764.0,SCX247,2013-08-20 21:20:00+00,12:45:00,15:34:00,Fog,73.0,91.0,0.62,6.596111013,6.596111013,80.0,17356.29723,DAL1760,480,34.54999924,-113.3799973
10344,2513.0,S5,DCA,LGA,306417053.0,TCF5906,2013-08-19 13:00:00+00,18:59:00,20:16:00,Light Rain,71.0,75.0,10.0,4.6,4.6,280.0,24000.0,NGF748,140,33.29999924,-117.1200027
10345,875.0,AA,DCA,ORD,306518632.0,AAL2359,2013-08-20 23:20:00+00,17:55:00,19:55:00,Haze,53.0,73.0,15.54,8.06,8.06,190.0,17356.29723,EGF3552,348,26.35000038,-80.06999969
10346,1869.0,DL,LAX,JFK,306342461.0,AAL10,2013-08-19 04:30:00+00,18:15:00,23:50:00,Fog,51.0,66.0,5.9,9.21,9.21,990.0,17356.29723,SWA2688,430,41.11999893,-96.72000122
10347,1444.0,DL,ATL,RDU,306399723.0,DAL1177,2013-08-19 13:55:00+00,14:05:00,15:35:00,Light Rain,44.0,48.0,10.0,9.21,9.21,290.0,17356.29723,DAL30,481,42.81999969,-94.48000336
10348,497.0,DL,JFK,SFO,306438254.0,JBU415,2013-08-19 22:00:00+00,11:00:00,17:16:00,Thunderstorm reported recently,50.0,68.0,10.0,0.0,0.0,80.0,17356.29723,EGF357O,325,40.77000046,-73.83000183
10349,566.0,PDT,TRI,CLT,306079019.0,PDT427O,2013-08-15 17:03:00+00,17:03:00,17:56:00,Thunderstorm,71.0,75.0,10.0,0.0,0.0,300.0,17356.29723,EGF34O7,363,40.59999847,-75.06999969
10350,3366.0,DL,FLL,ATL,306425591.0,TRS620,2013-08-19 13:45:00+00,20:25:00,22:26:00,Light Rain,71.0,82.0,5.9,0.0,0.0,220.0,17356.29723,PDT443O,239,40.11999893,-74.62999725
10351,6352.0,PDT,DCA,HPN,306317057.0,JIA4696,2013-08-19 02:10:00+00,11:30:00,13:14:00,Mist,55.0,77.0,10.0,0.0,0.0,10.0,17356.29723,KAP409,162,38.47999954,-90.12999725
10352,862.0,9K,STL,TBN,307862564.0,KAP6O9,2013-09-02 17:10:00+00,20:30:00,21:24:00,Rain reported recently,55.0,62.0,8.06287664,5.75,5.75,320.0,17356.29723,SWA3135,368,42.79999924,-72.15000153
10353,1918.0,AA,ORD,LGA,306459964.0,AAL366,2013-08-19 18:10:00+00,20:00:00,22:15:00,Thunderstorm in the vicinity,60.0,60.0,10.0,0.0,0.0,990.0,17356.29723,FLG34O7,361,41.68000031,-71.52999878
10354,768.0,AA,AUS,DFW,306400292.0,AAL1820,2013-08-19 11:35:00+00,10:50:00,11:50:00,Light Rain Showers,51.0,57.0,10.0,4.6,4.6,220.0,17356.29723,SKW2585,468,40.02000046,-121.8799973
10355,3437.0,OO,MSP,RAP,306352778.0,SKW4781,2013-08-19 00:50:00+00,19:35:00,21:10:00,Mist,55.24135887,69.7258681,5.9,10.36,10.36,200.0,17356.29723,SCX281,231,47.84999847,-122.1999969
10356,201.0,OO,SAN,LAX,306875792.0,SKW6325,2013-08-23 19:20:00+00,20:21:00,21:06:00,Mist,32.0,75.0,10.0,0.0,0.0,360.0,17356.29723,SKW6404,194,44.15000153,-123.1500015
10357,293.0,OO,PHX,LAX,306480071.0,SWA490,2013-08-20 02:50:00+00,17:15:00,18:40:00,Mist,46.0,73.0,15.0,5.75,5.75,140.0,17356.29723,CPZ5757,265,40.08000183,-82.76999664
10358,1045.0,MQ,SJC,LAX,306573250.0,EGF3615,2013-08-20 18:45:00+00,16:35:00,17:55:00,Rain reported recently,73.0,75.0,10.0,3.45,3.45,280.0,1500.0,SKW3493,424,44.34999847,-122.7200012
10359,3415.0,RP,CVG,ORD,306416046.0,EGF2954,2013-08-19 22:05:00+00,18:25:00,19:45:00,Mist,64.0,86.0,10.0,0.0,0.0,340.0,17356.29723,ASA12,277,47.31999969,-122.1299973
10360,684.0,9K,STL,UIN,308260568.0,KAP386,2013-09-06 16:45:00+00,16:55:00,17:45:00,Mist,78.0,78.0,10.0,0.0,0.0,300.0,17356.29723,KAL259,228,40.47999954,-73.98000336
10361,628.0,CP,BNA,LGA,306505639.0,EGF3670,2013-08-20 16:50:00+00,23:20:00,01:38:00,Blowing Sand,46.0,59.0,10.0,0.0,0.0,260.0,17356.29723,SKW355M,388,44.59999847,-122.6999969
10362,3328.0,DL,PHX,SLC,306362187.0,SWA1370,2013-08-18 23:05:00+00,20:20:00,21:51:00,Light Snow,48.0,71.0,10.0,5.75,5.75,260.0,17356.29723,ASQ6045,375,36.70000076,-95.15000153
10363,49.0,UA,MSP,ORD,306554898.0,GJS3625,2013-08-20 10:55:00+00,15:40:00,17:15:00,Mist,8.0,87.0,6.21,4.6,4.6,140.0,17356.29723,RPA3888,271,39.43000031,-94.41999817
10364,1432.0,VX,LAS,SFO,306342069.0,SWA3498,2013-08-19 03:45:00+00,20:10:00,21:40:00,Mist,59.0,59.0,8.0,3.45,3.45,360.0,17356.29723,AAL109,472,35.83000183,-99.30000305
10365,477.0,EV,ATL,FAY,306501007.0,ASQ5264,2013-08-20 17:41:00+00,13:51:00,15:09:00,Fog,42.0,48.0,10.0,5.75,5.75,280.0,17356.29723,ASA665,352,47.08000183,-121.5500031
10366,5493.0,DL,ATL,DTW,306399029.0,DAL1640,2013-08-19 17:40:00+00,21:21:00,23:23:00,Mist,44.0,66.0,10.0,12.66,12.66,220.0,17356.29723,QXE422,314,44.20000076,-118.1999969
10367,2990.0,VX,LAS,LAX,306543699.0,SKW6222,2013-08-20 21:37:00+00,19:10:00,20:20:00,Showers in the vicinity,75.0,78.0,2.05,0.0,0.0,260.0,17356.29723,QXE378,356,47.47999954,-120.3300018
10368,7002.0,EV,VPS,DFW,306319459.0,EGF2792,2013-08-18 21:50:00+00,14:45:00,16:50:00,Rain in the vicinity,46.0,82.0,5.9,6.9,6.9,280.0,17356.29723,SKW389H,282,46.40000153,-122.3700027
10369,6370.0,OO,FAT,LAX,306424932.0,SKW267O,2013-08-19 15:00:00+00,14:40:00,15:45:00,Haze,71.0,75.0,10.0,5.75,5.75,320.0,1500.0,SKW5267,153,45.58000183,-122.5800018
10370,3561.0,DL,ORD,MSP,306963295.0,AAL631,2013-08-25 01:00:00+00,22:06:00,23:35:00,Haze,53.0,87.0,10.0,5.75,5.75,210.0,17356.29723,QXE29,182,45.5,-122.3799973
10371,682.0,DL,SEA,DTW,306368237.0,DAL2424,2013-08-18 20:50:00+00,16:45:00,20:54:00,Heavy Rain Showers,53.0,60.0,6.21,6.9,6.9,80.0,17356.29723,SKW4695,416,40.47000122,-121.0
10372,4018.0,MQ,ABI,DFW,306905679.0,EGF2948,2013-08-24 14:25:00+00,13:35:00,14:30:00,Haze,48.0,73.0,4.97,17.26,17.26,250.0,17356.29723,AWE600,430,45.15000153,-119.0999985
10373,1282.0,WN,LAX,SFO,306471704.0,VRD939,2013-08-20 01:10:00+00,23:05:00,00:15:00,Thunderstorm Rain in the vicinity,62.0,69.0,8.06287664,10.36,10.36,270.0,17356.29723,ASQ5086,410,40.63000107,-93.91999817
10374,6105.0,EV,CVG,PHL,306316194.0,AWI3799,2013-08-18 22:10:00+00,00:10:00,01:56:00,Rain,66.0,80.0,10.0,5.75,5.75,100.0,17356.29723,ASQ4251,402,40.52000046,-90.25
10375,1042.0,AA,LGA,ORD,306545853.0,TCF5949,2013-08-20 19:15:00+00,12:50:00,15:30:00,Thunderstorm Rain,35.0,39.0,5.9,6.9,6.9,250.0,17356.29723,SQH96,130,44.52999878,-123.4800034
10376,121.0,AA,JFK,LAX,306438016.0,JBU223,2013-08-19 13:35:00+00,17:45:00,23:45:00,Light Rain,59.0,69.0,5.9,14.96,14.96,250.0,17356.29723,EGF373O,416,35.77000046,-94.80000305
10377,208.0,OO,SAN,LAX,306569280.0,SKW2610,2013-08-20 20:45:00+00,15:55:00,16:50:00,Mist,62.0,75.0,6.21,13.81,13.81,150.0,17356.29723,DAL2292,294,33.58000183,-111.8000031
10378,2392.0,AA,SFO,DFW,306368834.0,AAL432,2013-08-18 21:35:00+00,23:55:00,03:20:00,Mist,53.0,78.0,10.0,8.06,8.06,260.0,17356.29723,UAL1496,462,37.25,-94.41999817
10379,401.0,DL,DTW,DFW,306421538.0,AAL577,2013-08-19 22:35:00+00,21:26:00,00:13:00,Haze,55.0,93.0,5.9,8.06,8.06,310.0,17356.29723,QXE636,318,39.31999969,-122.3799973
10380,2993.0,9K,MWA,STL,308335023.0,KAP716,2013-09-07 12:00:00+00,11:00:00,11:50:00,Fog,53.0,57.0,10.0,3.45,3.45,240.0,17356.29723,DAL183,441,47.61999893,-118.3300018
10381,805.0,AA,LAX,ORD,306544456.0,VRD232,2013-08-20 17:40:00+00,18:55:00,23:05:00,Haze,55.0,69.0,10.0,8.06,8.06,80.0,17356.29723,ASA456,474,40.06999969,-120.8300018
10382,2026.0,AA,ORD,BOS,306459376.0,UAL531,2013-08-19 23:30:00+00,00:25:00,02:40:00,Light Rain,33.0,35.0,10.0,0.0,0.0,160.0,17356.29723,SWA582,454,36.72999954,-101.7200012
10383,8569.0,S5,MSP,ORD,306454462.0,DAL2427,2013-08-19 20:00:00+00,13:47:00,15:05:00,Mist,53.0,62.0,10.0,0.0,0.0,320.0,17356.29723,AWE430,461,44.77000046,-116.2200012
